Ashley,2024-07-29 15:07:27,109,win
Josh,2024-07-29 15:07:32,0,loss
Josh,2024-07-29 17:16:34,106,win
Ashley,2024-07-29 17:23:10,0,loss
Joe,2024-07-29 17:55:02,107,win
Angela,2024-07-29 17:58:42,127,win
Angela,2024-07-29 17:59:34,16,loss
Angela,2024-07-29 18:04:07,100,win
Angela,2024-07-29 18:27:51,104,win
Angela,2024-07-29 19:18:38,101,win
